Zip,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
33139,364700,375900,362800,3.54E+05,340300,3.36E+05,352500,331600,326200,303100,286600,332500,335700,343500,286900,2.76E+05,266200,236500,266400,270700,300500,280700,354600,353300,337200,270300,283500,286400,273100,239600,225700,247600,234700,261700,2.42E+05,2.44E+05,222500,249600,260600,294400,269400,252400,251400,270500,286800,262300,252900,2.66E+05,256700,316800,321800,323300,250800,232400,242200,267700,297800,315400,319500,312500,306500,311500,3.23E+05,310700,2.76E+05,272200,284200,319800,314700,316100,354400,347900,368300,3.26E+05,322700,303500,325700,330600,337500,351600,343200,347700,364100,388300,3.85E+05,333200,317600,325400,322300,322900,3.15E+05,320800,327700,322300,324200,371800,348900,356900,303800,3.22E+05,314800,313300,314400,311800,356400,357800,361500,312500,3.09E+05,338400,346800,357700,296400,281700,297400,335800,348900,327400,332800,385900,391100,3.78E+05,339400,351400,349400,
33411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226100,230200,229400,231900,215700,216200,217200,223400,231500,247700,264500,253200,240200,244700,261200,268400,252400,254500,253200,289200,284900,298800,277800,271200,2.60E+05,2.65E+05,
44107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84200,86500,88900,95400,92200,92400,91800,9.80E+04,98100,92600,1.01E+05,105600,118300,108900,107300,102700,107500,123800,1.28E+05,133400,121300,1.21E+05,115800,118200,119200,126600,132700,132600,131100,122200,125900,120200,128400,124400,125600,120700,120200,122700,120700,1.23E+05,126500,133500,127400,129800,129900,145300,143800,148800,137500,140700,143600,150100,150100,146900,141600,136300,1.39E+05,1.46E+05,155500,153200,155400,157800,163900,168800,163800,179300,1.72E+05,180900,167700,174600,173700,
78745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243600,246600,258200,262600,266800,2.62E+05,256800,254100,251800,253100,259800,267300,264500,264500,255900,260400,251700,2.60E+05,264100,278100,286600,287500,292200,292200,292200,2.87E+05,277700,278800,280100,287500,292100,299900,297900,303400,297300,303900,292600,298700,292100,303800,304900,
75067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188800,192900,193900,199400,198300,199300,1.97E+05,199400,203800,204800,2.10E+05,208200,212200,207400,214300,212100,223200,219900,220200,216300,214800,220400,221600,224500,222200,225800,229600,238400,236200,240500,236800,238800,245500,247100,2.53E+05,245500,242900,242900,248900
33025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145800,153300,160400,165200,168900,171700,173800,173500,167100,170100,177200,188800,199600,196400,1.89E+05,185500,189500,196300,198200,202100,208800,2.06E+05,207600,205600,209400,199300,206800,196400,209700,207500,217100,209500,204500,202500,213600,226100,2.36E+05,228900,229800,223400,221200,212300
2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322900,324800,315900,310500,325500,3.32E+05,336700,3.45E+05,348500,3.50E+05,322200,310300,314900,330200,345400,347600,339500,336900,341900,343300,348800,349900,349400,341400,329600,332300,3.41E+05,352400,369400,367800,374800,357400,358600,357100,
66062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236700,237700,231900,229600,237100,243800,248800,253600,2.58E+05,261400,257400,252600,248700,247500,245400,242200,242500,251200,260600,267500,274100,268800,265900,258900,267200,
23462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177300,178900,180200,185100,184400,179400,170600,174100,174700,181100,179700,185200,185800,180700,1.80E+05,178500,185200,190300,193200,189500,191700,188800,183900,177300,178700,184700,184300,181500,183400,186500,186700,189600,200400,204300,201600,185700,185300,183700,187800
90044,,,,,,,,,,,,,,,,,,,,,,,,,,,183700,189600,1.79E+05,1.82E+05,192800,195400,184800,173900,174200,197800,204400,209500,1.88E+05,181400,180800,184300,1.88E+05,189300,186100,186300,180900,184600,179600,175100,177500,185600,187700,187800,186900,196300,197500,200300,197700,201800,204900,219600,225900,224400,223300,224600,236500,235700,235300,228400,2.48E+05,255200,2.66E+05,2.55E+05,255300,2.57E+05,253600,254100,2.57E+05,260800,269800,271100,284700,289400,2.98E+05,295200,294300,279300,275300,272700,284500,291900,296100,307500,301100,300500,293700,299100,310100,322700,3.38E+05,353800,347800,351900,345400,355300,358800,358700,354300,344500,341100,356200,367600,381100,375100,377500,379700,391100,414400,432800,441500,423900,413600,412300,417800,434500
95630,415200,411600,422900,408100,404700,402900,420500,410700,394500,377300,374500,384900,379100,371700,351500,3.49E+05,3.53E+05,342900,352100,346300,369900,359400,355800,336600,350600,357800,362600,3.41E+05,330700,323100,322500,323500,328900,328900,328500,315600,312800,298800,290900,2.83E+05,282700,2.83E+05,288200,291100,301900,298900,298300,295100,300700,311100,307400,316100,329300,343900,343400,340200,353400,366400,365400,350700,351300,361900,375100,375800,383900,392700,400200,400200,401300,402600,409900,408700,399200,384600,387400,398400,408100,411100,413700,412100,402900,397100,401900,417400,426400,430800,424400,422900,423500,429200,4.29E+05,427300,4.29E+05,4.35E+05,440100,435500,438500,439700,455400,456400,452200,445400,443500,4.55E+05,464200,471100,470300,474200,471600,474700,478100,485300,4.86E+05,482100,493200,496800,501200,504400,507100,511600,521200,533500,540400,528300,517500,519500
90805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274300,276700,278400,283300,288600,295500,297500,300300,3.02E+05,304200,305200,310900,313900,317300,319800,312600,313100,317200,324100,332100,328600,334300,3.35E+05,338400,343500,346800,344500,3.40E+05,339500,343700,3.52E+05,344900,350500,352700,368900,383800,386700,388100,377500,378700,383100,381400,386400,381600,3.88E+05,390400,393800,389300,380700,382800,398700,412500,415400,412500,411300,413500,425200,438800,457200,457700,459600,446200,442600,436300,440400,442400
90650,3.80E+05,349100,3.37E+05,321200,317600,3.10E+05,308400,304600,293700,288200,2.76E+05,275700,2.69E+05,262100,255100,254300,259800,258700,261800,265300,270200,2.70E+05,268700,269300,269700,271500,276200,282800,286100,283500,281600,279400,275100,269200,266200,2.71E+05,271100,269900,264200,261600,2.58E+05,257400,254800,254100,250700,258300,262700,265800,258700,258500,2.59E+05,262800,262800,262800,259800,268100,272800,289200,294100,302600,297300,299700,311700,320300,326800,322500,324800,3.22E+05,327200,336600,343500,344200,345200,344100,348700,352600,350100,349300,348900,355700,361100,360700,360100,367900,374800,382400,376600,375600,381700,384100,389900,388500,386700,384200,382100,387500,388500,392800,395200,404200,404700,413500,414600,423500,422700,426700,429300,436200,437100,438700,437200,439800,441200,446400,450400,451400,448300,444200,452800,460400,466300,464400,463800,466200,464400,467200
92683,500500,460200,447100,441100,443900,447400,443700,433200,414400,409100,4.05E+05,418400,421800,411200,399800,385900,398200,413800,434700,429200,427800,428100,438800,432600,419300,413500,417100,4.14E+05,413300,4.04E+05,414900,4.12E+05,409700,401300,407400,408800,402900,403900,408300,411700,399300,395100,388700,380700,390900,396400,4.08E+05,391600,382200,374200,366300,3.70E+05,371700,3.83E+05,393600,395300,391200,397600,406600,4.35E+05,441600,459300,455800,4.70E+05,478900,491800,491800,470700,4.72E+05,466400,493500,502700,513500,518700,5.08E+05,506300,503400,505300,511300,510600,519600,527600,528800,524500,527300,530600,535900,532200,536300,543900,544400,547100,542200,546700,550600,553600,563300,565900,5.79E+05,569800,566600,560600,591300,600300,606500,586700,605400,603900,593800,571700,586300,603400,611200,615800,619500,612200,603100,610900,644100,6.52E+05,653900,648700,6.52E+05,659700,656100,641600
85710,,,,,,,,,,,,,151200,144800,141600,135200,136100,133500,138900,145400,148600,147700,145600,140900,1.42E+05,141300,144900,137400,132100,1.26E+05,126200,122300,121800,117900,1.21E+05,115800,109300,107200,104900,109300,103800,99500,95800,98900,104500,104900,101800,96700,99800,101900,108700,112100,113800,114300,1.14E+05,112900,112100,113700,115900,117400,116500,1.21E+05,120800,123100,123900,128100,128200,129200,127500,130800,133700,135300,134300,132700,132500,132700,131200,131200,130900,1.32E+05,132700,131400,127300,129200,127300,131500,131200,133500,133900,133100,133400,132100,134400,138300,140400,140200,142400,141700,1.42E+05,1.40E+05,141700,1.43E+05,147800,149700,151800,146800,150900,150700,155400,151500,158700,160600,158400,152700,145400,150700,154700,163500,166300,168400,171200,,,,,
60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29E+05,434600,402200,360900,373500,414900,450900,471900,442700,365500,327200,323500,347800,381600,386400,411800,447900,457900,434900,445600,432600,453700,407900,410900,430100,497900,5.15E+05,4.89E+05,409800,405700,401900,443600,441400,473900,497500,504100,459100,435400,419400,429100,429300,456800,4.77E+05,493300,442200,455400,438200,472600,457900,477800,488100,4.77E+05,4.66E+05,452200,466900,445500,440300,407500,419100,414600,429100,409500,417600,428200,538500,518600,503800,416800,4.49E+05,428900,422100,413600,436600,423500,403200,422500,410400,409600,397300,471200,4.65E+05,4.59E+05,403500,428600,451400,464100,456500,426100,413100
10314,345700,366800,378300,383300,378400,344400,3.37E+05,336200,347500,337300,328300,316200,320200,338600,376200,378700,359900,325300,309900,313500,327600,333400,332400,317600,312100,324700,345900,370300,348700,330200,318200,323600,3.34E+05,341500,351500,341700,336800,356500,392700,389300,362200,323300,330400,344100,357500,347800,340700,330400,3.38E+05,350100,362100,369600,3.58E+05,341800,321300,321400,3.39E+05,355200,353800,352600,334800,333700,322200,340200,342600,343500,331800,330900,330600,339100,346600,353900,351100,339700,331800,350100,355200,355300,338800,338500,355200,362200,366600,360800,369800,373600,395100,391100,390900,377500,388900,3.94E+05,385300,364200,359200,360900,372200,391900,406200,407300,383400,392600,407500,433500,436800,441300,423900,4.10E+05,414600,4.44E+05,472900,472900,478300,4.70E+05,455600,428100,425800,420900,422500,419900,434900,454800,4.75E+05,466600,461100,
37075,197900,194300,200600,203100,202800,1.91E+05,1.86E+05,184700,185100,185500,1.83E+05,190100,191400,189900,186100,186200,189500,192400,189400,190100,178600,188100,185600,194600,196400,185700,182300,175700,191100,192800,189100,190400,194900,208700,219800,208700,1.95E+05,1.78E+05,184300,1.89E+05,1.84E+05,182200,173500,170300,172700,179600,178800,181700,185700,194300,194900,187400,186600,176700,172200,168900,169700,172800,178200,185200,190700,192700,194300,194900,194200,198300,197100,201400,196400,2.03E+05,2.15E+05,222400,220200,205600,210900,225700,231400,222500,209500,206100,220300,224400,224600,216500,217100,219500,217400,218600,228400,232200,230300,2.22E+05,222300,221300,224100,223600,226200,2.32E+05,232800,233600,227900,2.34E+05,242500,251700,255200,248800,252500,239700,244500,243400,261300,265400,266200,262500,261700,265800,279100,292900,298100,282500,272200,271900,280400,292100,287800,
60617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76600,73400,69600,72100,81500,73200,76100,6.80E+04,78700,81700,85500,91900,91200,9.60E+04,85800,87900,97800,98600,98500,81400,89400,104800,107200,103300,97500,103600,100700
30281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130300,132900,132100,132600,131800,131800,132400,131700,133900,133200,134200,131500,135300,138100,142100,139600,139900,135400,141500,144300,146100,143200,139900,143500,1.43E+05,150600,153900,157700,155800,
32210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56200,63700,65300,66600,64400,6.40E+04,62600,60400,57200,50400,51700,56800,59300,63900,64200,6.70E+04,66200,64900,64600,63500,67200,65600,68800,67800,70300,67400,65400,59400,59500,62800,68500,72600,70600,73800,7.10E+04,68200,64300,67900,74400,75700,77700,76700,82600,82500,85700,90700,96600,97800,98200,98600,101200,102400,92500,95600,9.30E+04,104500,1.03E+05,100800,101600,105300,113100,110400,1.09E+05,108100,112500,1.16E+05,106700,1.07E+05,107800,128500,126400,128600,1.23E+05,126800,128200,125500,129100,136100
85225,210800,198100,188500,188700,189300,1.88E+05,179800,173700,171500,161900,1.45E+05,144200,138400,143900,129200,127300,121200,120900,128500,135800,143700,139700,136200,133600,135400,137900,135200,133300,130300,126400,125100,123100,120900,113900,110900,1.16E+05,121200,118100,112300,108600,109900,109400,108700,107900,110400,114100,118800,124800,124200,128500,130600,139200,141400,1.50E+05,151100,157100,148400,149200,145100,152100,157600,162500,166400,171100,173700,176400,176700,179800,179900,180800,181900,182400,184200,1.88E+05,183100,181700,180100,186500,187600,189900,184700,184700,185800,199100,203300,202500,197500,199900,202500,204900,204600,2.06E+05,209200,210800,209800,208400,206300,209500,211400,213400,214600,215200,216500,216500,2.17E+05,220100,224800,230800,231800,233400,233600,2.35E+05,238100,2.40E+05,244900,240900,243600,243700,2.51E+05,254100,255700,253500,248700,250400,2.54E+05,258300
91910,380300,352200,326200,318300,3.06E+05,295700,298900,296500,284500,271300,281600,276600,269500,248800,246500,242500,243100,246600,2.50E+05,279500,289500,298900,279600,2.83E+05,279700,274200,278300,291200,297100,276700,272700,287100,308600,320400,298800,295600,280700,276600,266900,279400,290800,290400,283600,283700,272500,275100,2.74E+05,282700,268100,267700,287500,296700,303200,292400,286200,298900,313200,327900,325300,322200,326100,314700,319600,323900,334600,334500,347800,372700,381300,377200,361400,361300,379800,3.89E+05,3.89E+05,367300,367500,376200,382400,388200,384100,393200,380800,398400,398900,410700,405400,416200,426400,423500,415200,409200,418300,4.17E+05,420300,408700,4.13E+05,419400,433200,439600,426100,430900,4.34E+05,446500,430800,431100,4.37E+05,454900,463100,450300,449100,444200,4.61E+05,469600,483100,499500,491800,4.99E+05,4.88E+05,525800,507100,493900,460600,477200,484100,501800
87114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173300,174200,1.73E+05,176300,179200,178200,1.79E+05,175500,1.79E+05,179600,178200,178300,180300,189500,191600,185300,178400,176100,181500,179600,186100,186400,194100,1.94E+05,187700,184800,183900,191400,192700,192800,192200,194700,195100,194800,193100,189800,184100,183500,180700,194600,192600,195600,187900,187500,186700,187400,190400,195900,195900,195900,194500,193700,1.94E+05,192600,192400,191600,188700,191400,191200,194800,193500,196700,198900,200900,203800,2.03E+05,204800,203900,207400,206400,205200,200900,2.02E+05,207800,207800,208500,2.05E+05,208600,2.12E+05,211500,2.13E+05,216200,215700,216800,215900,2.20E+05,217800,2.12E+05,
6010,199100,197900,189300,1.71E+05,158500,166900,177500,184600,182100,175100,160200,161500,171100,187700,186500,173300,167800,163400,167500,167300,177600,183800,189200,182800,183100,186700,184400,172500,158900,160800,160900,159500,171100,186400,1.89E+05,160800,157500,165500,1.75E+05,1.67E+05,156800,164200,164300,156500,1.68E+05,173400,201500,194700,191500,176400,169400,168100,1.52E+05,144300,151500,167400,189700,193700,196200,176800,171400,168300,173500,1.74E+05,1.75E+05,176700,167100,161400,163700,166700,186300,182100,182200,174400,165800,157100,145600,156200,163400,166900,162700,162200,157800,160700,163700,168300,168200,1.64E+05,157200,157700,160800,152700,151200,150100,158500,157800,164700,162100,161700,149600,150900,147400,155200,153300,171600,179900,190700,173300,155200,146600,148400,153800,152600,153600,1.53E+05,157400,167200,170700,1.70E+05,1.56E+05,164500,171500,173700,160900,153500,
78240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134400,138500,150600,146600,141700,132100,137500,1.39E+05,138100,137200,138700,142600,143700,141400,149400,149400,153300,148500,143300,141400,144300,1.53E+05,151900,1.49E+05,148200,1.55E+05,156500,161300,151300,155200,146900,157600,157400,161500,162800,166400,170600,171900,180200,181400,171700,163300,164800,171700,169700,171300,174300,176400,175600,174100,172200,171600,170100,170900,169400,174700,177800,178300,181100,183700,183800,178800,181300,189500,185600,177900,173600,181800,184900,185900,
85308,237800,243700,2.37E+05,235300,222300,221600,215800,213300,204800,205100,195600,197900,188200,181700,167600,159500,157800,164100,166600,164500,157800,162200,162700,166100,162400,162500,156400,147600,158800,163500,168900,161700,156700,147300,140700,139200,140800,134300,136600,138500,147500,143300,143500,137400,132300,139500,139600,152800,150200,158800,159200,161300,174400,171400,174400,170500,176300,184300,184700,189400,186500,188600,193500,200800,215900,213800,211400,200600,207100,220800,224200,2.20E+05,214200,215300,212200,218600,234600,2.43E+05,232700,2.15E+05,214700,222100,223700,227500,224700,227800,228100,230700,236400,243600,248300,247700,241300,239900,241200,248600,250300,246500,243100,243500,2.47E+05,249600,2.54E+05,257300,2.61E+05,257300,2.56E+05,255300,258700,262600,263500,261900,259500,259800,267100,264300,266600,271700,274400,268800,261300,269400,2.79E+05,277800,279200,2.82E+05
89108,,,,,,,,,,,,,,,,7.20E+04,6.90E+04,71500,67900,71600,70100,73100,72900,7.50E+04,76200,7.90E+04,83900,84100,78200,75500,72800,72200,69800,67500,67700,65400,67200,65100,65300,65500,64900,65400,62500,63300,61900,63300,63900,62900,63500,65200,68900,7.20E+04,7.30E+04,74600,7.90E+04,83200,86700,85800,91400,96500,9.60E+04,9.60E+04,100600,116200,118300,115700,112200,1.16E+05,117700,118400,115100,112300,112800,1.16E+05,123600,114800,117800,112700,120300,122500,122300,127900,125400,132200,131100,133700,131800,130800,131400,133900,136700,135900,137700,1.37E+05,142600,141900,144100,143300,141700,1.41E+05,141100,146300,149300,147600,147800,1.46E+05,1.56E+05,156800,159700,156700,154100,159900,159400,166100,167200,176500,1.78E+05,181300,180600,188800,189800,191900,193800,207500,209300,
93722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134200,136400,135300,137500,137100,141500,134400,135300,133500,137900,136800,136800,141200,141700,142500,147200,151700,155300,148300,159300,161700,168400,162100,164600,169100,172600,174500,177900,1.73E+05,1.79E+05,177100,184400,181300,182100,182800,179500,185300,185200,190600,185900,188100,189200,190400,192300,193700,196800,1.94E+05,196700,194700,197400,2.02E+05,205200,205600,203400,203700,2.06E+05,207500,2.09E+05,2.12E+05,210600,213100,221400,2.25E+05,235300,230300,230200,2.26E+05,225700,227700,267500,271100,272100,238800,237600,244700,245900,249500,250200,247400,249500,250400,253500,253900,251700
